TIMESTAMP,TRENDFLAGS,STATUS,VALUE,HISTORY_ID,TRENDFLAGS_TAG,STATUS_TAG
00:00.0,0,0,25,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
01:00.1,0,0,25,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
02:00.1,0,0,25,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
03:00.2,0,0,25,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
04:00.0,0,0,25,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
05:00.0,0,0,25,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
06:00.0,0,0,25,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
07:00.1,0,0,24.9,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
08:00.1,0,0,24.9,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
09:00.8,0,0,24.9,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
10:00.0,0,0,24.9,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
11:00.0,0,0,24.9,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
12:00.0,0,0,24.9,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
13:00.0,0,0,24.9,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
14:00.1,0,0,24.9,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
15:00.0,0,0,24.9,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
16:00.0,0,0,24.8,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
17:00.0,0,0,24.8,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
18:00.0,0,0,24.8,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
19:00.1,0,0,24.8,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
20:00.0,0,0,24.8,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
21:00.1,0,0,24.8,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
22:00.0,0,0,24.9,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
23:00.1,0,0,24.9,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
24:00.1,0,0,24.9,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
25:00.1,0,0,24.9,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
26:00.0,0,0,24.9,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
27:00.1,0,0,24.9,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
28:00.0,0,0,24.9,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
29:00.0,0,0,24.9,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
30:00.0,0,0,24.9,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
31:00.0,0,0,24.9,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
32:00.0,0,0,24.9,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
33:00.0,0,0,24.9,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
34:00.0,0,0,24.8,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
35:00.0,0,0,24.8,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
36:00.0,0,0,24.8,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
37:00.0,0,0,24.8,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
38:00.0,0,0,24.8,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
39:00.0,0,0,24.8,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
40:00.1,0,0,24.8,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
41:00.0,0,0,24.8,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
42:00.0,0,0,24.8,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
43:00.0,0,0,24.8,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
44:00.1,0,0,24.8,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
45:00.0,0,0,24.8,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
46:00.0,0,0,24.8,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
47:00.0,0,0,24.8,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
48:00.0,0,0,24.8,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
49:00.0,0,0,24.8,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
50:00.1,0,0,24.8,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
51:00.0,0,0,24.8,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
52:00.6,0,0,24.7,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
53:00.0,0,0,24.7,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
54:00.0,0,0,24.7,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
55:00.1,0,0,24.7,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
56:00.1,0,0,24.7,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
57:00.0,0,0,24.7,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
58:00.0,0,0,24.7,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
59:00.0,0,0,24.7,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
00:00.1,0,0,24.8,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
01:00.0,0,0,24.8,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
02:00.0,0,0,24.8,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
03:00.0,0,0,24.7,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
04:00.1,0,0,24.8,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
05:00.0,0,0,24.8,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
06:00.0,0,0,24.8,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
07:00.1,0,0,24.8,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
08:00.0,0,0,24.8,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
09:00.0,0,0,24.8,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
10:00.0,0,0,24.8,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
11:00.0,0,0,24.8,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
12:00.0,0,0,24.8,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
13:00.0,0,0,24.8,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
14:00.0,0,0,24.8,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
15:00.0,0,0,24.8,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
16:00.0,0,0,24.7,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
17:00.1,0,0,24.7,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
18:00.1,0,0,24.7,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
19:00.0,0,0,24.7,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
20:00.0,0,0,24.7,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
21:00.0,0,0,24.6,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
22:00.1,0,0,24.6,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
23:00.0,0,0,24.6,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
24:00.1,0,0,24.6,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
25:00.1,0,0,24.6,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
26:00.0,0,0,24.6,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
27:00.0,0,0,24.6,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
28:00.1,0,0,24.6,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
29:00.0,0,0,24.5,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
30:00.0,0,0,24.5,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
31:00.0,0,0,24.5,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
32:00.0,0,0,24.5,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
33:00.1,0,0,24.5,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
34:00.1,0,0,24.5,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
35:00.1,0,0,24.5,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
36:00.0,0,0,24.4,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
37:00.0,0,0,24.4,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
38:00.1,0,0,24.4,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
39:00.1,0,0,24.5,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
40:00.1,0,0,24.5,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
41:00.1,0,0,24.4,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
42:00.1,0,0,24.4,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
43:00.1,0,0,24.4,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
44:00.1,0,0,24.4,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
45:00.0,0,0,24.4,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
46:00.0,0,0,24.4,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
47:00.1,0,0,24.4,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
48:00.1,0,0,24.4,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
49:00.1,0,0,24.3,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
50:00.1,0,0,24.3,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
51:00.1,0,0,24.3,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
52:00.0,0,0,24.3,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
53:00.0,0,0,24.3,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
54:00.0,0,0,24.3,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
55:00.1,0,0,24.3,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
56:00.0,0,0,24.3,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
57:00.1,0,0,24.3,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
58:00.0,0,0,24.3,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
59:00.0,0,0,24.2,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
00:00.1,0,0,24.2,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
01:00.0,0,0,24.2,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
02:00.0,0,0,24.2,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
03:00.0,0,0,24.2,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
04:00.0,0,0,24.2,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
05:00.0,0,0,24.2,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
06:00.0,0,0,24.2,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
07:00.0,0,0,24.2,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
08:00.7,0,0,24.3,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
09:00.0,0,0,24.3,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
10:00.0,0,0,24.3,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
11:00.0,0,0,24.3,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
12:00.0,0,0,24.3,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
13:00.1,0,0,24.3,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
14:00.1,0,0,24.4,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
15:00.1,0,0,24.4,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
16:00.0,0,0,24.4,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
17:00.0,0,0,24.4,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
18:00.1,0,0,24.4,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
19:00.7,0,0,24.4,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
20:00.0,0,0,24.4,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
21:00.0,0,0,24.4,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
22:00.0,0,0,24.4,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
23:00.0,0,0,24.4,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
24:00.0,0,0,24.4,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
25:00.1,0,0,24.4,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
26:00.0,0,0,24.4,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
27:00.0,0,0,24.4,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
28:00.0,0,0,24.5,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
29:00.1,0,0,24.5,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
30:00.0,0,0,24.5,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
31:00.1,0,0,24.5,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
32:00.0,0,0,24.5,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
33:00.0,0,0,24.5,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
34:00.0,0,0,24.5,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
35:00.0,0,0,24.5,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
36:00.0,0,0,24.6,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
37:00.0,0,0,24.6,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
38:00.0,0,0,24.6,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
39:00.0,0,0,24.6,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
40:00.0,0,0,24.6,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
41:00.0,0,0,24.6,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
42:00.0,0,0,24.6,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
43:00.0,0,0,24.6,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
44:00.1,0,0,24.6,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
45:00.0,0,0,24.6,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
46:00.1,0,0,24.6,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
47:00.1,0,0,24.6,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
48:00.0,0,0,24.6,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
49:00.0,0,0,24.6,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
50:00.1,0,0,24.6,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
51:00.1,0,0,24.6,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
52:00.1,0,0,24.6,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
53:00.0,0,0,24.7,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
54:00.0,0,0,24.7,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
55:00.0,0,0,24.7,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
56:00.0,0,0,24.7,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
57:00.0,0,0,24.7,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
58:00.0,0,0,24.7,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
59:00.1,0,0,24.7,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
00:00.1,0,0,24.7,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
01:00.0,0,0,24.7,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
02:00.1,0,0,24.7,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
03:00.0,0,0,24.7,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
04:00.0,0,0,24.7,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
05:00.0,0,0,24.6,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
06:00.0,0,0,24.6,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
07:00.1,0,0,24.6,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
08:00.1,0,0,24.6,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
09:00.2,0,0,24.6,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
10:00.3,0,0,24.6,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
11:00.3,0,0,24.6,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
12:00.4,0,0,24.6,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
13:00.4,0,0,24.6,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
14:00.5,0,0,24.6,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
15:00.5,0,0,24.6,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
16:00.6,0,0,24.6,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
17:00.7,0,0,24.6,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
18:00.7,0,0,24.6,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
19:00.8,0,0,24.6,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
20:00.8,0,0,24.6,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
21:00.9,0,0,24.6,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
22:01.1,0,0,24.6,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
23:01.0,0,0,24.6,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
24:01.0,0,0,24.6,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
25:01.0,0,0,24.6,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
26:01.0,0,0,24.6,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
27:01.0,0,0,24.5,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
28:01.0,0,0,24.5,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
29:01.0,0,0,24.5,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
30:01.0,0,0,24.5,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
31:01.0,0,0,24.5,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
32:00.1,0,0,24.5,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
33:00.2,0,0,24.5,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
34:00.0,0,0,24.5,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
35:00.0,0,0,24.5,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
36:00.0,0,0,24.5,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
37:00.0,0,0,24.5,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
38:00.1,0,0,24.5,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
39:00.1,0,0,24.5,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
40:00.1,0,0,24.4,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
41:00.1,0,0,24.4,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
42:00.1,0,0,24.4,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
43:00.1,0,0,24.4,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
44:00.2,0,0,24.4,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
45:00.0,0,0,24.4,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
46:00.0,0,0,24.4,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
47:00.1,0,0,24.4,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
48:00.1,0,0,24.4,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
49:00.0,0,0,24.4,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
50:00.0,0,0,24.3,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
51:00.0,0,0,24.3,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
52:00.1,0,0,24.3,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
53:00.0,0,0,24.3,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
54:00.0,0,0,24.3,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
55:00.2,0,0,24.3,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
56:00.0,0,0,24.3,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
57:00.1,0,0,24.2,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
58:00.0,0,0,24.2,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
59:00.1,0,0,24.2,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
00:00.0,0,0,24.2,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
01:00.0,0,0,24.2,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
02:00.1,0,0,24.1,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
03:00.1,0,0,24.1,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
04:00.1,0,0,24.1,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
05:00.1,0,0,24.1,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
06:00.1,0,0,24,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
07:00.0,0,0,24,/TWC/VER_W1_B1_GF_B_1_temp,{ },{ok}
